SessionID,TreatmentNumber,Table,Period,Subject,ClientNumber,LastClientNumber,Group,Profit,TotalProfit,Participate,LeaveStage,EVAlgorithm,PrefAlgorithm,AlgorithmChoice,ProlificID,Captcha5,Consent,BotCheck2,BotCheck1,BotCheck1x,BotCheck1y,Delegate,Option,StartTimeOfExperiment,TimeOKWelcomeOK,TimeOKCaptcha1OK,TimeOKOutOK,TimeContinueOverview1OK,TimeConfirmOverview2OK,TimeOKOut2OK,BotCheck1attempt,BotWarning,TimeOKBotCheck2OK,TimeOKOut3OK,TimeContinueInstructionsPart1aOK,TimeContinueInstructionsPart1bOK,TimeContinueInstructionsPart1cOK,CompQ205,CompQ10,CompQ3,auxPage,TimeNextComprehensionQsOK,TimeBackComprehensionQsOK,TimeContinueComprehensionQsOK,Part1CQsPassedOnAttempt,CompQ3a,CompQ205a,CompQ10a,TimeOKComprehensionQsReplayOK,TimeNextComprehensionQsReplayOK,TimeBackComprehensionQsReplayOK,Screen,Warning,i,OptionsetID,OrderNumber,Up,Confident,TimeOKPart1OK,TimeNextPart1OK,ConfidentPart1,SatisfiedPart1,TimeOKInstructionsPart2aOK,TimeContinueInstructionsPart2bOK,TimeContinueInstructionsPart2cOK,TimeContinueInstructionsPart2dOK,CompQ1,CompQ2,CompQ1b,CompQ0,TimeNextComprehensionQsP2OK,TimeBackComprehensionQsP2OK,TimeContinueComprehensionQsP2OK,Part2CQsPassedOnAttempt,CompQ1a,CompQ2a,CompQ1ba,CompQ0a,TimeNextComprehensionQsP2ReplayOK,TimeBackComprehensionQsP2ReplayOK,TimeContinueComprehensionQsP2ReplayOK,TimeContinueIntroPart2OK,NthDecision,TimedOutDelegationChoice,TimedOutOptionChoice,SatisfactionRating,l,aux_switch1,DelegateA[1],DelegateA[2],DelegateA[3],DelegateA[4],DelegateA[5],DelegateA[6],DelegateA[7],DelegateA[8],TimedOutOptionChoiceA[1],TimedOutOptionChoiceA[2],TimedOutOptionChoiceA[3],TimedOutOptionChoiceA[4],TimedOutOptionChoiceA[5],TimedOutOptionChoiceA[6],TimedOutOptionChoiceA[7],TimedOutOptionChoiceA[8],OptionsetIDA[1],OptionsetIDA[2],OptionsetIDA[3],OptionsetIDA[4],OptionsetIDA[5],OptionsetIDA[6],OptionsetIDA[7],OptionsetIDA[8],OptionA[1],OptionA[2],OptionA[3],OptionA[4],OptionA[5],OptionA[6],OptionA[7],OptionA[8],TimedOutOptionChocie,auxSwitch,TimeContinuePart2OK,TimeOKPart2OK,DelegateHyp10,TimeNextHypothetic10OK,ProbOfBadComputerChoices,ProbOfAbsurdComputerChoices,ComputerRiskTaking,TimeNextReasonsForHypDelegationChoiceOK,DontTrust,BetterJob,HowExactly,MoreInfo,Responsibility4Choice,Responsibility4Outcome,DislikeRelyingOn,Reactance2Analysis,PerformanceCuriosity,Tedious,Other,OtherText,TimeNextReasonsForHypDelegationChoice2OK,RiskTaking,FinMarketExperience,FinanciallyResponsible,AIXperience,TimeNextQaire1OK,Female,Age,Education,HHIncome,TimeNextQaire2OK,Reliable,AIUsageInStudy,TimeNextQaire3OK,AIWasUsed4,TimeNextQaire3aOK,Manx,TimeNextQaire4FALSEOK,RandomPeriod,RelevantPayoff,Feedback,TimeProceedTHANKYOUOK,TotalSecondsInExperiment
260206_1528,23,subjects,1,1,11,0,1,0,0,1,0,1,0,0,5c7ccbfe371d1d0015bcabc0,5,1,2,-1,50.7157324990736,-0.0169207336037022,-1,-1,0,99999,99999,0,99999,99999,0,1,0,99999,0,99999,99999,99999,205,10,3,1,99999,0,99999,1,-99,-99,-99,0,0,0,0,-99,9,0,2,1,7,99999,99999,-99,8,99999,99999,99999,99999,1,2,1,0,99999,0,99999,1,-99,-99,-99,-99,0,0,0,99999,9,1,0,-99,18,-99,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,6,5,3,7,2,1,4,8,6,8,7,4,4,6,1,-99,99999,99999,0,99999,5,2,7,99999,1,1,0,0,1,0,1,0,0,0,0,,99999,4,0,5,2,99999,1,37,4,35,99999,7,0,99999,,0,,0,7,205,,99999,0
260206_1528,25,subjects,1,1,12,0,1,0,0,1,0,0,1,0,622bb4f79c52ad04bb91e752,5,1,2,-1,50.1491404103709,-0.0151082356770834,-1,-1,0,99999,99999,0,99999,99999,0,1,0,99999,0,99999,99999,99999,205,10,3,1,99999,0,99999,1,-99,-99,-99,0,0,0,0,-99,9,0,1,1,6,99999,99999,-99,6,99999,99999,99999,99999,1,2,1,0,99999,0,99999,1,-99,-99,-99,-99,0,0,0,99999,9,1,0,-99,18,-99,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,6,7,8,3,4,5,7,5,6,4,6,7,8,8,1,-99,99999,99999,0,99999,8,1,5,99999,0,1,0,1,1,0,0,0,1,0,0,,99999,1,0,5,6,99999,1,60,1,25,99999,6,0,99999,,0,,0,4,220,,99999,0
260206_1528,27,subjects,1,1,13,0,1,0,0,1,0,0,1,0,6765b501bf830acd8f0e20ba,5,1,2,-1,50.6315789473684,0.011049723756906,-1,-1,0,99999,99999,0,99999,99999,0,1,0,99999,0,99999,99999,99999,205,10,3,2,99999,0,99999,1,-99,-99,-99,0,0,0,0,-99,9,0,2,1,9,99999,99999,-99,10,99999,99999,99999,99999,1,1,8,0,99999,0,99999,0,1,2,8,0,99999,0,99999,99999,9,1,0,-99,18,-99,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,4,3,8,1,5,2,6,7,4,7,4,5,8,7,5,4,1,0,99999,99999,1,99999,2,0,5,99999,0,0,0,0,0,0,0,0,0,0,1,I would need more time to view all the options available,99999,2,0,5,8,99999,1,44,3,65,99999,7,0,99999,,0,,0,3,0,,99999,0
260206_1528,29,subjects,1,1,14,0,1,0,0,1,0,0,1,0,5e469f9ef0d398000b1f13f2,5,1,2,-1,52.4968062194062,-0.00811932538006754,-1,-1,0,99999,99999,0,99999,99999,0,1,0,99999,0,99999,99999,99999,205,10,3,1,99999,0,99999,1,-99,-99,-99,0,0,0,0,-99,9,0,2,0,9,99999,99999,-99,10,99999,99999,99999,99999,1,2,1,0,99999,0,99999,1,-99,-99,-99,-99,0,0,0,99999,9,1,0,-99,18,-99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,6,7,3,4,1,8,4,8,5,7,2,-1,8,2,1,-99,99999,99999,0,99999,5,1,5,99999,0,0,0,0,1,0,0,0,0,0,1,"It is just more interesting and gives me something to do in the task. There didn't appear to be much in the way of massive outliers in the payoffs tough some were clearly superior options to others. The most annoying thing is the way you designed the experiment, I obviously misclicked on one of the better options (4 x800+ payoffs) and I pressed OK without ha",99999,1,1,1,9,99999,0,55,4,15,99999,7,0,99999,,0,,0,6,-99,"I provided feedback in the 'Other' section but run out of space while having a lot more to enter - I assume this box has the same issue. I misclicked on one of my options and rather than just giving be a default option it said the payoff was zero for that option (I would have picked the 4x 800+ payof option as that was probably the best payoff in the whole set. It seems odd to not let me go back and fix the minor misclick error I made. being under time pressure, that kind of mistake probably isn't that rare.",99999,0
260206_1528,31,subjects,1,1,15,0,1,0,0,1,0,1,0,0,5c12d53683c3cb0001172e89,5,1,2,-1,52.4121356100861,0.0151079575792491,-1,-1,0,99999,99999,0,99999,99999,0,1,0,99999,0,99999,99999,99999,205,10,2,2,99999,99999,99999,-99,1,205,10,99999,99999,0,0,-99,9,0,1,1,7,99999,99999,-99,8,99999,99999,99999,99999,1,1,1,0,99999,0,99999,2,1,2,1,0,99999,0,99999,99999,9,1,0,-99,18,-99,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,7,6,4,2,3,8,1,5,4,5,4,5,6,4,3,1,1,-99,99999,99999,1,99999,4,2,7,99999,0,1,0,0,0,0,0,0,1,0,0,it was a lot of info to absorb in the time available!,99999,4,1,2,10,99999,0,69,4,95,99999,7,0,99999,,0,,0,2,265,it was the SPEED that got me - I was trying to analyse in my head,99999,0
260206_1528,33,subjects,1,1,16,0,1,0,0,1,0,1,0,0,66cb2e0bd2169db778550269,5,1,2,-1,53.1018550812252,0.0462184873949579,-1,-1,0,99999,99999,0,99999,99999,0,1,0,99999,0,99999,99999,99999,205,10,3,4,99999,0,99999,1,-99,-99,-99,0,0,0,0,-99,9,0,2,0,8,99999,99999,-99,8,99999,99999,99999,99999,1,1,1,0,99999,0,99999,2,1,2,1,0,99999,99999,99999,99999,9,1,0,-99,18,-99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,2,1,5,3,6,7,8,8,5,3,1,2,2,4,1,-99,99999,99999,0,99999,3,2,2,99999,1,0,0,0,0,0,0,0,0,0,0,,99999,5,7,10,8,99999,0,25,4,105,99999,7,0,99999,,0,,0,1,0,N/A,99999,0
260206_1528,35,subjects,1,1,17,0,1,0,0,1,0,0,1,0,6744d143eddffd17d345b192,5,1,2,-1,50.7516519823789,0.00549450549450548,-1,-1,0,99999,99999,0,99999,99999,0,1,0,99999,0,99999,99999,99999,205,10,1,2,99999,99999,99999,2,3,205,10,99999,99999,0,0,-99,9,0,1,0,7,99999,99999,-99,7,99999,99999,99999,99999,0,2,1,0,99999,0,99999,0,1,1,1,0,99999,0,99999,99999,9,1,0,-99,18,-99,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,5,4,8,6,2,3,1,7,8,4,4,5,7,7,6,4,1,0,99999,99999,1,99999,2,1,1,99999,0,1,0,0,0,0,0,0,1,0,0,,99999,4,6,6,5,99999,0,25,4,55,99999,7,0,99999,,0,,0,1,235,"None at all, thank you so much for your time :)",99999,0
260206_1528,37,subjects,1,1,18,0,1,0,0,1,0,1,0,0,559b8c79fdf99b5ae13fd3d1,5,1,2,-1,50.517580807864,-0.0130438320878623,-1,-1,0,99999,99999,0,99999,99999,0,1,0,99999,0,99999,99999,99999,205,10,3,2,99999,0,99999,1,-99,-99,-99,0,0,0,0,-99,9,0,2,1,7,99999,99999,-99,8,99999,99999,99999,99999,1,1,1,0,99999,0,99999,0,1,1,1,5,99999,0,99999,99999,9,1,0,-99,18,-99,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,7,8,2,1,5,4,6,3,4,4,5,3,8,8,5,2,1,0,99999,99999,1,99999,4,0,8,99999,0,0,0,0,0,0,0,0,0,0,1,I would have had to make the decision too quickly,99999,0,1,9,7,99999,1,57,1,55,99999,7,0,99999,,0,,0,4,525,,99999,0
260206_1528,39,subjects,1,1,19,0,1,0,0,1,0,1,0,0,66a3e355362c7697f4d44d46,5,1,2,-1,52.6454207920792,0.00684931506849318,-1,-1,0,99999,99999,0,99999,99999,0,1,0,99999,0,99999,99999,99999,205,10,3,1,99999,0,99999,1,-99,-99,-99,0,0,0,0,-99,9,0,1,0,8,99999,99999,-99,9,99999,99999,99999,99999,1,2,1,0,99999,0,99999,1,-99,-99,-99,-99,0,0,0,99999,9,1,0,-99,18,-99,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,6,1,5,4,7,8,3,2,5,4,8,8,6,4,5,7,1,-99,99999,99999,0,99999,4,3,3,99999,1,0,1,1,1,0,0,0,1,0,0,,99999,1,0,10,1,99999,1,58,3,15,99999,7,0,99999,,0,,0,2,205,no. it was very interesting,99999,0
260206_1528,41,subjects,1,1,20,0,1,0,0,1,0,1,0,0,611218c29a454f84484df681,5,1,2,-1,53.5251290457589,-0.012,-1,-1,0,99999,99999,0,99999,99999,0,1,0,99999,0,99999,99999,99999,205,10,4,1,99999,0,99999,2,3,205,10,99999,99999,0,0,-99,9,0,2,0,3,99999,99999,-99,2,99999,99999,99999,99999,1,2,1,0,99999,0,99999,1,-99,-99,-99,-99,0,0,0,99999,9,1,0,-99,18,-99,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,8,3,7,5,6,2,4,3,4,8,4,5,5,5,8,1,-99,99999,99999,1,99999,5,0,1,99999,0,1,0,0,0,0,0,0,1,0,0,,99999,2,3,5,7,99999,0,35,4,95,99999,7,0,99999,,0,,0,1,525,,99999,0
260206_1528,43,subjects,1,1,21,0,1,0,0,1,0,0,1,0,6978d4afc2649c9396f7266c,5,1,2,-1,49.5155793913118,0.0193435005519701,-1,-1,0,99999,99999,0,99999,99999,0,1,0,99999,0,99999,99999,99999,205,10,3,1,99999,0,99999,1,-99,-99,-99,0,0,0,0,-99,9,0,1,0,9,99999,99999,-99,9,99999,99999,99999,99999,1,2,1,0,99999,0,99999,1,-99,-99,-99,-99,0,0,0,99999,9,1,0,-99,18,-99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,5,8,2,1,7,2,7,4,8,4,4,4,1,1,-99,99999,99999,0,99999,3,1,4,99999,1,1,0,0,1,0,1,0,0,0,0,,99999,8,7,9,6,99999,1,33,4,75,99999,7,0,99999,,0,,0,4,0,,99999,0
260206_1528,45,subjects,1,1,22,0,1,0,0,1,0,0,1,0,5ae9cde00335e200019e9eed,5,1,2,-1,51.7835197029533,-0.00933329264322918,-1,-1,0,99999,99999,0,99999,99999,0,1,0,99999,0,99999,99999,99999,205,10,3,2,99999,0,99999,1,-99,-99,-99,0,0,0,0,-99,9,0,2,1,2,99999,99999,-99,8,99999,99999,99999,99999,1,1,1,0,99999,0,99999,0,1,0,1,0,99999,0,99999,99999,9,1,0,-99,18,-99,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,6,3,7,2,1,5,8,4,5,7,4,7,6,8,4,4,1,0,99999,99999,1,99999,0,1,1,99999,0,1,0,0,0,0,0,0,0,0,0,,99999,2,0,10,1,99999,1,29,4,15,99999,7,0,99999,,0,,0,6,0,no,99999,0
260206_1528,47,subjects,1,1,23,0,1,0,0,1,0,0,1,0,62b055a21e169809861b173d,5,1,2,-1,51.467032967033,0.00228998315243323,-1,-1,0,99999,99999,0,99999,99999,0,1,0,99999,0,99999,99999,99999,205,10,3,2,99999,0,99999,1,-99,-99,-99,0,0,0,0,-99,9,0,1,1,9,99999,99999,-99,8,99999,99999,99999,99999,1,2,8,0,99999,0,99999,2,1,2,1,0,99999,0,99999,99999,9,1,0,-99,18,-99,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,7,2,8,5,3,4,6,1,3,5,1,4,2,6,5,6,1,-99,99999,99999,0,99999,7,2,6,99999,0,1,1,0,1,0,0,0,1,0,0,,99999,2,1,0,6,99999,0,34,4,85,99999,7,0,99999,,0,,0,5,625,,99999,0
260206_1528,49,subjects,1,1,24,0,1,0,0,1,0,0,1,0,65df4b49282bf70bba6798c7,5,1,2,-1,49.5681286486951,0.0144927536231884,-1,-1,0,99999,99999,0,99999,99999,0,1,0,99999,0,99999,99999,99999,205,10,1,1,99999,0,99999,2,3,205,10,99999,99999,0,0,-99,9,0,2,1,4,99999,99999,-99,8,99999,99999,99999,99999,1,2,1,0,99999,0,99999,1,-99,-99,-99,-99,0,0,0,99999,9,1,0,-99,18,-99,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,7,4,5,6,8,1,3,7,6,8,5,2,4,1,2,1,-99,99999,99999,0,99999,4,2,1,99999,1,1,0,0,1,0,1,0,1,0,0,,99999,3,2,10,0,99999,1,66,4,35,99999,7,0,99999,,0,,0,6,0,,99999,0
260206_1528,53,subjects,1,1,26,0,1,0,0,1,0,1,0,0,666445e5b72745f04a4f57d6,5,1,2,-1,50.7965178536897,-0.00500530086151541,-1,-1,0,99999,99999,0,99999,99999,0,1,0,99999,0,99999,99999,99999,205,10,3,1,99999,0,99999,1,-99,-99,-99,0,0,0,0,-99,9,0,1,0,8,99999,99999,-99,7,99999,99999,99999,99999,1,2,1,0,99999,0,99999,1,-99,-99,-99,-99,0,0,0,99999,9,1,0,-99,18,-99,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,8,5,7,6,4,3,2,4,4,2,2,1,3,2,5,1,-99,99999,99999,0,99999,3,1,8,99999,0,1,0,0,1,0,0,0,1,0,0,,99999,5,7,8,6,99999,0,53,2,65,99999,7,0,99999,,0,,0,3,205,,99999,0
