5d542c3a5af5900019bc80c4,2.35
67838f3e71616a9dcc042173,8.90
5ec1129f45a5365297e63600,3.60
5f3ae136d5f38f7a5f3f6295,3.20
67448035804444614abdcc6c,2.25
67696d49d386c9789b03b1da,2.25
5fc4dd560975a70009b9abe2,5.25
59d949cf8fd07a000184247e,2.55
5d5a8cbeeb68e00018d85fb7,3.90
55e876f25e4d360012cc283d,3.90
672c99775b51436252e1b231,2.05
602a2911a73ba046955f6c58,3.00
6978c747e184ed4d0341f8a2,6.25
60ee998ece5d505f67377c0b,2.25
574061ecd700ea000ef44a8f,5.25
682b3f63d0e2c4eff64fe664,3.30
5bfe0d18e373c90001b57c71,5.25
6146fae1e27a56034fdcb5c5,2.65
60dca45abca3eb229bafdedf,3.90
6978fbffc6d80345d4d3f02b,3.90
5ce031fc7f65ee001a985a6b,2.35
607ca741fd54ce0bd3846328,3.90
602c0fc2eff74b4748e9b41e,2.35
5be1c6db93cab6000123baf9,2.90
57acc170c6bab4000172a42e,3.20
629f2a1f516a323b811b8273,2.25
698343b296bc923e3adf259a,2.20
665c955224ed3dc01981b68d,2.35
6662f201ccf41c36e7408562,2.65
5e3723a2c0b2896ad554be73,2.05
63d55a0ed568b46c67fd96fe,3.90
5778eeb20e49300001ba9ec0,6.70
5ee637a18976fc391312fe01,2.65
5af32f9d003f6c0001f2905b,3.20
5ae608ca02d85e00017db18d,2.35
5460ef52fdf99b49ea4b5906,2.65
5cf510ccb0bafb00161ffd56,2.35
60fd310fff5b2600c9d95554,2.35
66839058a88759d4987e3e1c,3.90
6978c99bb13860806e9e4298,2.20
663b88bfc26125e23f752e31,5.25
60a7525e98d472c4777d91af,2.35
59a7cfeb7ff2320001ec59d9,5.25
56896501d3d6a7000ca23da8,3.90
5f3c1349262f9fa0b39470c3,2.35
6652177d69df798e71da8ff2,2.05
60ef416bf0b42b5595e4f4c0,2.65
56d1f7f67bbc32000589a588,3.00
5c5ff87f8c0552000109d7de,2.05
615aa08d1a0ab4eb57d08af2,3.20
5e3d98be8ed4a5000e47cf4c,2.90
646e53ef6c1dac9a13cd2985,3.20
598f22af33481c000164d359,3.20
5f68fe45f544c70bb0f525e6,3.90
5d776e218a8d1d00166d36a6,2.55
668c893a3a9a1a960c28e9ad,3.40
5a5c871aac5624000153f89e,3.60
63f77f79278126e103659cf4,2.35
67d7598ad9aacf9073ca130d,5.25
6266b7c4afe8a0ff03ca1f53,2.25
66791803d705a68960cb4976,2.90
5dfa87ae0562057caa68989c,2.20
5de25e3fce20cd28846a7d5b,2.25
59ff8226ab721b0001ef6e61,2.35
5af6e439672ea800010d4e92,3.20
667b36a0609df7ce1b55b889,8.90
6053790f2babfba77b1cfebb,3.90
6310c063bd0cce86b0289d20,3.20
5b985404a15058000124e508,4.05
631193fff8094698c07c9ef6,3.20
5f070f43ccb7312abdbd9771,2.20
5de7e32615e112000a098944,2.35
669053bbebafdd430e770142,5.25
5d34862748bf98000146b64f,2.05
668a9e53e7690b3b64d48e92,6.25
